SDA,type,post,meas,treat,sfy,rgrp4,rgrp3,rgrp9,rgrp6,tot_tvst
Jefferson SDA,out,1,cost,0,2018,1646.0773218,486.48642157,532.79061996,661.19499829,3840.2623912
Lubbock SDA,ed,1,cnt,1,2013,0.2727272727,0.0673758865,0.0833333333,,0.4234364926
Lubbock SDA,ed,1,cnt,1,2014,0.2739463602,0.1022727273,0.2833333333,0.1444444444,1.0151079763
Lubbock SDA,ed,1,cnt,1,2015,0.1771653543,0.1162790698,0.5888888889,0.3712121212,1.0964747271
Lubbock SDA,ed,1,cnt,1,2016,0.2132352941,0.1079365079,0.25,0.0803571429,1.4378384687
Lubbock SDA,ed,1,cnt,1,2017,0.2682119205,0.1102756892,0.2283950617,0.1363636364,1.1613158926
Lubbock SDA,ed,1,cnt,1,2018,0.1697674419,0.0699815838,0.1129032258,0.0614035088,0.5090726972
Lubbock SDA,ed,1,cnt,0,2013,0.1627393225,0.0837359098,0.1818181818,,0.8646680034
Lubbock SDA,ed,1,cnt,0,2014,0.146446625,0.0662047729,0.1281512605,0.0748587571,0.6118995182
Lubbock SDA,ed,1,cnt,0,2015,0.1529100529,0.0883988876,0.1683277962,0.1102756892,0.7592310999
Lubbock SDA,ed,1,cnt,0,2016,0.1895149986,0.0761396702,0.1762152778,0.2072310406,0.8109348397
Lubbock SDA,ed,1,cnt,0,2017,0.1797372061,0.0966481187,0.1568696884,0.1126126126,0.7745912236
Lubbock SDA,ed,1,cnt,0,2018,0.1481573294,0.09746635,0.1593873218,0.1483739837,0.7110400611
Lubbock SDA,ed,1,cost,1,2013,57.558232394,22.265957393,19.830833435,,99.655023222
Lubbock SDA,ed,1,cost,1,2014,150.56519304,44.074456961,141.91682981,107.26555456,464.62158889
Lubbock SDA,ed,1,cost,1,2015,79.332729685,56.104573518,261.68166877,191.73530459,492.27594243
Lubbock SDA,ed,1,cost,1,2016,74.630955995,48.885984524,86.382423216,38.212410291,500.23193945
Lubbock SDA,ed,1,cost,1,2017,114.01081725,59.11228026,123.76413597,14.051413996,671.32055354
Lubbock SDA,ed,1,cost,1,2018,78.295991688,34.251970632,72.256935366,3.4751754743,247.75524468
Lubbock SDA,ed,1,cost,0,2013,51.88112433,24.909327793,63.412832295,,269.16588332
Lubbock SDA,ed,1,cost,0,2014,60.007477081,20.351266325,33.250420052,7.1445056451,200.51441684
Lubbock SDA,ed,1,cost,0,2015,55.791585174,29.645812605,60.335836245,12.27161652,267.86161035
Lubbock SDA,ed,1,cost,0,2016,82.170140244,26.752415209,69.911594738,56.66065319,372.0476167
Lubbock SDA,ed,1,cost,0,2017,82.356510764,32.393190828,60.560322463,17.990427848,331.75240804
Lubbock SDA,ed,1,cost,0,2018,87.553054846,46.106349154,79.268196619,17.717113658,400.9762019
Lubbock SDA,inp,0,cnt,1,2013,0.1363636364,0.0354609929,0,,0.1718246293
Lubbock SDA,inp,0,cnt,1,2014,0.1551724138,0.0353535354,0.0666666667,0.1,0.4960815047
Lubbock SDA,inp,0,cnt,1,2015,0.0800524934,0.0297157623,0.0777777778,0.2045454545,0.2158288618
Lubbock SDA,inp,0,cnt,1,2016,0.0759803922,0.0285714286,0.0681818182,0.0327380952,0.3378851541
Lubbock SDA,inp,0,cnt,1,2017,0.0706401766,0.015037594,0.0740740741,0.0909090909,0.377053062
Lubbock SDA,inp,0,cnt,1,2018,0.0674418605,0.0368324125,0.0107526882,0.1666666667,0.1187670266
Lubbock SDA,inp,0,cnt,0,2013,0.0476190476,0.0080515298,0.048951049,,0.1598874449
Lubbock SDA,inp,0,cnt,0,2014,0.0425215581,0.0119322556,0.0231092437,0.0480225989,0.1192407811
Lubbock SDA,inp,0,cnt,0,2015,0.0419753086,0.0097338101,0.0481727575,0.0338345865,0.1929035489
Lubbock SDA,inp,0,cnt,0,2016,0.0549481357,0.009214355,0.0471643519,0.0423280423,0.2370456418
Lubbock SDA,inp,0,cnt,0,2017,0.044813278,0.0053656598,0.0336402266,0.0371621622,0.1495401569
Lubbock SDA,inp,0,cnt,0,2018,0.0408196992,0.0067300079,0.0303306036,0.0467479675,0.1360263552
Lubbock SDA,inp,0,cost,1,2013,539.3030303,190.25808511,0,,729.56111541
Lubbock SDA,inp,0,cost,1,2014,618.18356322,207.46007576,153.03,243.67044444,1670.5308612
Lubbock SDA,inp,0,cost,1,2015,216.01800525,146.89369509,248.833,1109.7954545,702.22942761
Lubbock SDA,inp,0,cost,1,2016,229.8339951,165.4197619,146.59454545,141.03604167,1024.3085903
Lubbock SDA,inp,0,cost,1,2017,234.82067329,77.108132832,185.76117284,66.184242424,1237.746782
Lubbock SDA,inp,0,cost,1,2018,827.48393798,220.36672192,44.935376344,65.980526316,1108.4157324
Lubbock SDA,inp,0,cost,0,2013,352.68608984,41.24212963,150.26008159,,656.26754557
Lubbock SDA,inp,0,cost,0,2014,351.70904698,132.27411085,114.6212395,21.71480226,830.95193478
Lubbock SDA,inp,0,cost,0,2015,564.21659083,107.41930473,224.89783499,37.358220551,1196.9044602
Lubbock SDA,inp,0,cost,0,2016,648.77398234,137.46727611,182.58702836,46.113641975,1718.9352939
Lubbock SDA,inp,0,cost,0,2017,412.26392808,46.989889375,126.84701487,49.561644144,901.88432591
Lubbock SDA,inp,0,cost,0,2018,525.10653198,111.74906651,148.40921747,44.738617886,1099.000958
Lubbock SDA,inp,1,cnt,1,2013,0.1565656566,0.0425531915,0,,0.1991188481
Lubbock SDA,inp,1,cnt,1,2014,0.19348659,0.0845959596,0.0833333333,0.0333333333,0.4169714385
Lubbock SDA,inp,1,cnt,1,2015,0.1154855643,0.0762273902,0.0666666667,0.0833333333,0.4341371969
Lubbock SDA,inp,1,cnt,1,2016,0.1004901961,0.0904761905,0.053030303,0.0208333333,0.3502256458
Lubbock SDA,inp,1,cnt,1,2017,0.091611479,0.0614035088,0.0740740741,0.0656565657,0.3946622294
Lubbock SDA,inp,1,cnt,1,2018,0.0387596899,0.0156537753,0.0322580645,0.0701754386,0.2150414846
Lubbock SDA,inp,1,cnt,0,2013,0.0547373589,0.0152979066,0.0477855478,,0.2908384783
Lubbock SDA,inp,1,cnt,0,2014,0.0454950937,0.0146266359,0.0301120448,0.0564971751,0.1702721055
Lubbock SDA,inp,1,cnt,0,2015,0.0488536155,0.0089392133,0.0531561462,0.0501253133,0.2817156731
Lubbock SDA,inp,1,cnt,0,2016,0.0609756098,0.0129324281,0.0497685185,0.0537918871,0.2492481415
Lubbock SDA,inp,1,cnt,0,2017,0.0558091286,0.0059618442,0.0448536355,0.0259009009,0.2392247646
Lubbock SDA,inp,1,cnt,0,2018,0.0423070567,0.0085510689,0.0454959054,0.0894308943,0.2125919777
Lubbock SDA,inp,1,cost,1,2013,306.39929293,239.90996454,0,,546.30925747
Lubbock SDA,inp,1,cost,1,2014,645.47890805,373.1654798,183.5265,80.004,1324.5218878
Lubbock SDA,inp,1,cost,1,2015,351.05269029,379.03808786,264.149,528.88348485,1475.7363842
Lubbock SDA,inp,1,cost,1,2016,314.14781863,386.05150794,169.07962121,99.560446429,1210.2763821
Lubbock SDA,inp,1,cost,1,2017,367.90603753,309.09234336,241.63197531,24.841565657,1467.7431284
Lubbock SDA,inp,1,cost,1,2018,133.63950388,117.07495396,37.482580645,39.797631579,475.27789986
Lubbock SDA,inp,1,cost,0,2013,357.66015464,175.25453704,180.97467366,,1329.0727644
Lubbock SDA,inp,1,cost,0,2014,515.53345227,362.82247113,122.69955882,13.778305085,1433.4942329
Lubbock SDA,inp,1,cost,0,2015,782.89610935,109.69728447,167.49746401,45.546954887,1590.4981052
Lubbock SDA,inp,1,cost,0,2016,481.36084525,251.11234077,184.17962963,43.191463845,1453.3516514
Lubbock SDA,inp,1,cost,0,2017,402.63158091,85.07299947,152.95498347,21.809515766,1274.2884355
Lubbock SDA,inp,1,cost,0,2018,372.49661461,115.32446873,161.69817561,50.114898374,1222.8759798
Lubbock SDA,mce,0,cnt,1,2013,0,0,0,,0
Lubbock SDA,mce,0,cnt,1,2014,0,0,0,0,0
Lubbock SDA,mce,0,cnt,1,2015,0,0,0,0,0
Lubbock SDA,mce,0,cnt,1,2016,0,0,0,0.0029761905,0
Lubbock SDA,mce,0,cnt,1,2017,0.0011037528,0,0,0,0.0011037528
Lubbock SDA,mce,0,cnt,1,2018,0.0015503876,0,0,0,0.0015503876
Lubbock SDA,mce,0,cnt,0,2013,0,0,0,,0
Lubbock SDA,mce,0,cnt,0,2014,0.0001486768,0,0,0,0.0001486768
Lubbock SDA,mce,0,cnt,0,2015,0.0005291005,0.0005959476,0,0,0.0011250481
Lubbock SDA,mce,0,cnt,0,2016,0.0002803476,0.0001616554,0.0002893519,0.0017636684,0.001127874
Lubbock SDA,mce,0,cnt,0,2017,0.0005532503,0.0003312136,0.0002360718,0,0.0022553153
Lubbock SDA,mce,0,cnt,0,2018,0.0004957858,0.0006334125,0.0004549591,0,0.0029879226
Lubbock SDA,mce,0,cost,1,2013,0,0,0,,0
Lubbock SDA,mce,0,cost,1,2014,0,0,0,0,0
Lubbock SDA,mce,0,cost,1,2015,0,0,0,0,0
Lubbock SDA,mce,0,cost,1,2016,0,0,0,0,0
Lubbock SDA,mce,0,cost,1,2017,0.2543267108,0,0,0,0.2543267108
Lubbock SDA,mce,0,cost,1,2018,13.789899225,0,0,0,13.789899225
Lubbock SDA,mce,0,cost,0,2013,0,0,0,,0
Lubbock SDA,mce,0,cost,0,2014,2.3868867083,0,0,0,2.3868867083
Lubbock SDA,mce,0,cost,0,2015,2.2935185185,0.0474990068,0,0,2.3410175253
Lubbock SDA,mce,0,cost,0,2016,0.0215250911,0.0295198836,19.220934606,21.190626102,45.611778857
Lubbock SDA,mce,0,cost,0,2017,1.8743264177,4.7392011129,0.7443496223,0,10.087706463
Lubbock SDA,mce,0,cost,0,2018,3.8335184267,1.675989707,4.6795617228,0,40.803048896
Lubbock SDA,mce,1,cnt,1,2013,0,0,0,,0
Lubbock SDA,mce,1,cnt,1,2014,0,0,0,0,0
Lubbock SDA,mce,1,cnt,1,2015,0,0,0,0,0
Lubbock SDA,mce,1,cnt,1,2016,0.0073529412,0,0,0,0.0073529412
Lubbock SDA,mce,1,cnt,1,2017,0.0033112583,0,0,0.0101010101,0.0033112583
Lubbock SDA,mce,1,cnt,1,2018,0.0007751938,0,0,0,0.0007751938
Lubbock SDA,mce,1,cnt,0,2013,0,0,0,,0
Lubbock SDA,mce,1,cnt,0,2014,0.0002973536,0,0,0,0.0002973536
Lubbock SDA,mce,1,cnt,0,2015,0.0005291005,0.0001986492,0,0.0025062657,0.0007277497
Lubbock SDA,mce,1,cnt,0,2016,0.0005606953,0.0001616554,0.0002893519,0.0008818342,0.0014082217
Lubbock SDA,mce,1,cnt,0,2017,0.0004840941,0.0000662427,0.0007082153,0,0.0027148389
Lubbock SDA,mce,1,cnt,0,2018,0.0004131549,0,0.000151653,0,0.0007246813
Lubbock SDA,mce,1,cost,1,2013,0,0,0,,0
Lubbock SDA,mce,1,cost,1,2014,0,0,0,0,0
Lubbock SDA,mce,1,cost,1,2015,0,0,0,0,0
Lubbock SDA,mce,1,cost,1,2016,67.520955882,0,0,0,67.520955882
Lubbock SDA,mce,1,cost,1,2017,15.198995585,0,0,0.7217676768,15.198995585
Lubbock SDA,mce,1,cost,1,2018,0.0207209302,0,0,0,0.0207209302
Lubbock SDA,mce,1,cost,0,2013,0,0,0,,0
Lubbock SDA,mce,1,cost,0,2014,2.6085221528,0,0,0,2.6085221528
Lubbock SDA,mce,1,cost,0,2015,0.2302910053,2.0944676202,0,0.5093859649,2.3247586255
Lubbock SDA,mce,1,cost,0,2016,0.3468474909,0.218747171,2.1218229167,0.027345679,5.5951008348
Lubbock SDA,mce,1,cost,0,2017,0.9707676349,0.0940441176,18.330995042,0,57.08941132
Lubbock SDA,mce,1,cost,0,2018,6.174439762,0,0.4915043979,0,7.1840908524
Lubbock SDA,mcm,0,cnt,1,2013,0,0,0,,0
Lubbock SDA,mcm,0,cnt,1,2014,0,0,0,0,0
Lubbock SDA,mcm,0,cnt,1,2015,0,0,0,0,0
Lubbock SDA,mcm,0,cnt,1,2016,0,0,0,0.1666666667,0
Lubbock SDA,mcm,0,cnt,1,2017,0.1666666667,0,0,0,0.1666666667
Lubbock SDA,mcm,0,cnt,1,2018,0.1666666667,0,0,0,0.1666666667
Lubbock SDA,mcm,0,cnt,0,2013,0,0,0,,0
Lubbock SDA,mcm,0,cnt,0,2014,0.1666666667,0,0,0,0.1666666667
Lubbock SDA,mcm,0,cnt,0,2015,0.1666666667,0.1666666667,0,0,0.3333333333
Lubbock SDA,mcm,0,cnt,0,2016,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.5
Lubbock SDA,mcm,0,cnt,0,2017,0.1904761905,0.1666666667,0.1666666667,0,0.6904761905
Lubbock SDA,mcm,0,cnt,0,2018,0.1666666667,0.1666666667,0.1666666667,0,0.8333333333
Lubbock SDA,mcm,0,cost,1,2013,0,0,0,,0
Lubbock SDA,mcm,0,cost,1,2014,0,0,0,0,0
Lubbock SDA,mcm,0,cost,1,2015,0,0,0,0,0
Lubbock SDA,mcm,0,cost,1,2016,0,0,0,0,0
Lubbock SDA,mcm,0,cost,1,2017,38.403333333,0,0,0,38.403333333
Lubbock SDA,mcm,0,cost,1,2018,1482.4141667,0,0,0,1482.4141667
Lubbock SDA,mcm,0,cost,0,2013,0,0,0,,0
Lubbock SDA,mcm,0,cost,0,2014,2675.7,0,0,0,2675.7
Lubbock SDA,mcm,0,cost,0,2015,722.45833333,13.283888889,0,0,735.74222222
Lubbock SDA,mcm,0,cost,0,2016,12.796666667,30.435,11071.258333,2002.5141667,11114.49
Lubbock SDA,mcm,0,cost,0,2017,645.30380952,2384.766,525.51083333,0,4081.0914762
Lubbock SDA,mcm,0,cost,0,2018,1288.7011111,440.99479167,1714.2794444,0,6872.5342361
Lubbock SDA,mcm,1,cnt,1,2013,0,0,0,,0
Lubbock SDA,mcm,1,cnt,1,2014,0,0,0,0,0
Lubbock SDA,mcm,1,cnt,1,2015,0,0,0,0,0
Lubbock SDA,mcm,1,cnt,1,2016,0.1666666667,0,0,0,0.1666666667
Lubbock SDA,mcm,1,cnt,1,2017,0.1666666667,0,0,0.3333333333,0.1666666667
Lubbock SDA,mcm,1,cnt,1,2018,0.1666666667,0,0,0,0.1666666667
Lubbock SDA,mcm,1,cnt,0,2013,0,0,0,,0
Lubbock SDA,mcm,1,cnt,0,2014,0.1666666667,0,0,0,0.1666666667
Lubbock SDA,mcm,1,cnt,0,2015,0.1666666667,0.1666666667,0,0.1666666667,0.3333333333
Lubbock SDA,mcm,1,cnt,0,2016,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.5
Lubbock SDA,mcm,1,cnt,0,2017,0.1666666667,0.1666666667,0.1666666667,0,0.5
Lubbock SDA,mcm,1,cnt,0,2018,0.1666666667,0,0.1666666667,0,0.3333333333
Lubbock SDA,mcm,1,cost,1,2013,0,0,0,,0
Lubbock SDA,mcm,1,cost,1,2014,0,0,0,0,0
Lubbock SDA,mcm,1,cost,1,2015,0,0,0,0,0
Lubbock SDA,mcm,1,cost,1,2016,1530.475,0,0,0,1530.475
Lubbock SDA,mcm,1,cost,1,2017,765.01611111,0,0,23.818333333,765.01611111
Lubbock SDA,mcm,1,cost,1,2018,4.455,0,0,0,4.455
Lubbock SDA,mcm,1,cost,0,2013,0,0,0,,0
Lubbock SDA,mcm,1,cost,0,2014,1462.0766667,0,0,0,1462.0766667
Lubbock SDA,mcm,1,cost,0,2015,72.541666667,1757.2583333,0,33.874166667,1829.8
Lubbock SDA,mcm,1,cost,0,2016,103.10041667,225.52833333,1222.17,5.1683333333,1550.79875
Lubbock SDA,mcm,1,cost,0,2017,334.22142857,236.615,4313.8941667,0,4884.7305952
Lubbock SDA,mcm,1,cost,0,2018,2490.769,0,540.16333333,0,3030.9323333
Lubbock SDA,mcn,0,cnt,1,2013,0,0,0,,0
Lubbock SDA,mcn,0,cnt,1,2014,0,0,0,0,0
Lubbock SDA,mcn,0,cnt,1,2015,0,0,0,0,0
Lubbock SDA,mcn,0,cnt,1,2016,0,0,0,1,0
Lubbock SDA,mcn,0,cnt,1,2017,1,0,0,0,1
Lubbock SDA,mcn,0,cnt,1,2018,2,0,0,0,2
Lubbock SDA,mcn,0,cnt,0,2013,0,0,0,,0
Lubbock SDA,mcn,0,cnt,0,2014,1,0,0,0,1
Lubbock SDA,mcn,0,cnt,0,2015,3,3,0,0,6
Lubbock SDA,mcn,0,cnt,0,2016,2,1,1,2,4
Lubbock SDA,mcn,0,cnt,0,2017,7,5,2,0,14
Lubbock SDA,mcn,0,cnt,0,2018,6,8,3,0,17
Lubbock SDA,mcn,1,cnt,1,2013,0,0,0,,0
Lubbock SDA,mcn,1,cnt,1,2014,0,0,0,0,0
Lubbock SDA,mcn,1,cnt,1,2015,0,0,0,0,0
Lubbock SDA,mcn,1,cnt,1,2016,3,0,0,0,3
Lubbock SDA,mcn,1,cnt,1,2017,3,0,0,1,3
Lubbock SDA,mcn,1,cnt,1,2018,1,0,0,0,1
Lubbock SDA,mcn,1,cnt,0,2013,0,0,0,,0
Lubbock SDA,mcn,1,cnt,0,2014,2,0,0,0,2
Lubbock SDA,mcn,1,cnt,0,2015,3,1,0,2,4
Lubbock SDA,mcn,1,cnt,0,2016,4,1,1,1,6
Lubbock SDA,mcn,1,cnt,0,2017,7,1,6,0,14
Lubbock SDA,mcn,1,cnt,0,2018,5,0,1,0,6
Lubbock SDA,med,0,cost,1,2013,767.15928329,369.12347488,309.21249835,,1445.4952565
Lubbock SDA,med,0,cost,1,2014,1041.4475899,488.69449391,459.65816879,976.24600457,3615.772652
Lubbock SDA,med,0,cost,1,2015,490.08918662,433.2955157,655.401887,1904.8300804,2159.6417243
Lubbock SDA,med,0,cost,1,2016,612.73431081,505.66116321,641.33575781,640.7284237,3605.2837856
Lubbock SDA,med,0,cost,1,2017,817.34621485,393.203606,577.3466001,626.3793465,3871.7049932
Lubbock SDA,med,0,cost,1,2018,1427.1684384,602.77522952,365.75500074,686.02904134,3157.6233029
Lubbock SDA,med,0,cost,0,2013,784.94322605,246.92291941,468.8551651,,2131.6625119
Lubbock SDA,med,0,cost,0,2014,992.24896088,387.56399723,328.58449587,502.85494346,2553.6630437
Lubbock SDA,med,0,cost,0,2015,1185.4543423,331.3698708,505.1087648,583.78606545,2933.4866009
Lubbock SDA,med,0,cost,0,2016,1278.5920984,350.79181361,482.60802388,526.52919388,3643.604152
Lubbock SDA,med,0,cost,0,2017,1061.4624356,223.29138766,404.5382495,517.92565634,2641.1414155
Lubbock SDA,med,0,cost,0,2018,1453.8235431,345.02999855,504.21332037,706.52857906,3375.7470238
Lubbock SDA,med,1,cost,1,2013,574.67732246,505.6994663,323.93584188,,1404.3126306
Lubbock SDA,med,1,cost,1,2014,1146.2811382,725.98838615,444.80999972,839.14633772,2724.4648024
Lubbock SDA,med,1,cost,1,2015,700.90367242,772.50386266,755.68066338,1240.1058483,3163.2215804
Lubbock SDA,med,1,cost,1,2016,720.98112799,882.55506192,612.54007941,727.1784165,3624.3266943
Lubbock SDA,med,1,cost,1,2017,998.24607911,726.80749217,603.43382977,632.87075921,3914.2295396
Lubbock SDA,med,1,cost,1,2018,761.64003367,470.84486359,250.96537343,632.70245756,1829.0383886
Lubbock SDA,med,1,cost,0,2013,854.44742092,427.53018371,513.25331329,,3003.8815217
Lubbock SDA,med,1,cost,0,2014,1116.9242077,638.70258963,323.85677107,477.88155536,2973.2448694
Lubbock SDA,med,1,cost,0,2015,1481.0246718,370.86144383,453.02247863,583.94935548,3386.5598647
Lubbock SDA,med,1,cost,0,2016,1161.5009715,504.55207848,547.3220235,538.84782175,3422.9655776
Lubbock SDA,med,1,cost,0,2017,1108.3861948,286.83741552,451.4324174,506.18511458,3103.0656992
Lubbock SDA,med,1,cost,0,2018,1446.9984536,420.31644784,572.14062485,712.75979958,3939.4780849
Lubbock SDA,oip,1,cnt,1,2013,0.1464646465,0.0390070922,0,,0.1854717387
Lubbock SDA,oip,1,cnt,1,2014,0.183908046,0.0681818182,0.0833333333,0.0333333333,0.390978753
Lubbock SDA,oip,1,cnt,1,2015,0.0971128609,0.0620155039,0.0666666667,0.0833333333,0.4015526072
Lubbock SDA,oip,1,cnt,1,2016,0.0857843137,0.0746031746,0.053030303,0.0208333333,0.3196467476
Lubbock SDA,oip,1,cnt,1,2017,0.1015452539,0.0513784461,0.0617283951,0.0606060606,0.368929916
Lubbock SDA,oip,1,cnt,1,2018,0.0348837209,0.0128913444,0.0161290323,0.0701754386,0.1661325532
Lubbock SDA,oip,1,cnt,0,2013,0.0542464408,0.0157004831,0.0466200466,,0.2874168035
Lubbock SDA,oip,1,cnt,0,2014,0.044603033,0.0146266359,0.0287114846,0.0564971751,0.166372526
Lubbock SDA,oip,1,cnt,0,2015,0.0481481481,0.0089392133,0.0520487265,0.0501253133,0.2785876754
Lubbock SDA,oip,1,cnt,0,2016,0.0591533502,0.012447462,0.048900463,0.0537918871,0.2451585535
Lubbock SDA,oip,1,cnt,0,2017,0.0544260028,0.0059618442,0.0440273843,0.0247747748,0.2343145572
Lubbock SDA,oip,1,cnt,0,2018,0.041398116,0.0079968329,0.0450409463,0.0894308943,0.2100217297
Lubbock SDA,oip,1,cost,1,2013,306.39929754,239.90996925,0,,546.30926679
Lubbock SDA,oip,1,cost,1,2014,642.11391405,373.01587354,183.52650146,80.00400198,1321.00729
Lubbock SDA,oip,1,cost,1,2015,350.9268649,379.0380898,264.14900174,528.01409119,1475.6105513
Lubbock SDA,oip,1,cost,1,2016,312.68762547,385.6874177,169.07962129,99.560445513,1208.4520985
Lubbock SDA,oip,1,cost,1,2017,367.7460084,308.92749421,241.63197503,24.841565797,1467.4182508
Lubbock SDA,oip,1,cost,1,2018,133.63950631,116.98629977,37.482579549,39.797631013,475.18923915
Lubbock SDA,oip,1,cost,0,2013,357.15093802,175.2545395,180.97432538,,1328.5625524
Lubbock SDA,oip,1,cost,0,2014,514.68234276,362.48234429,121.37103587,12.684929383,1428.9746956
Lubbock SDA,oip,1,cost,0,2015,779.74894689,109.6087273,167.39201859,45.534537272,1587.0023346
Lubbock SDA,oip,1,cost,0,2016,480.51837172,251.01376891,184.03265373,42.2706347,1452.1043001
Lubbock SDA,oip,1,cost,0,2017,402.42397806,85.055096993,152.94511489,21.213851097,1274.0327679
Lubbock SDA,oip,1,cost,0,2018,371.76949995,115.23705816,161.52010048,48.749878058,1221.5943785
Lubbock SDA,out,1,cnt,1,2013,2.4797979798,2.2517730496,3.1666666667,,7.8982376961
Lubbock SDA,out,1,cnt,1,2014,2.683908046,2.922979798,2.05,4.4888888889,10.995776733
Lubbock SDA,out,1,cnt,1,2015,2.2860892388,2.9664082687,2.2,4.4621212121,11.262598518
Lubbock SDA,out,1,cnt,1,2016,2.5392156863,3.519047619,3.0151515152,4,15.837892935
Lubbock SDA,out,1,cnt,1,2017,3.9668874172,3.0125313283,2.3148148148,6.0303030303,13.497289763
Lubbock SDA,out,1,cnt,1,2018,3.480620155,2.5110497238,1.5107526882,7.2105263158,9.4204138401
Lubbock SDA,out,1,cnt,0,2013,2.648257241,1.5004025765,2.1095571096,,10.629302388
Lubbock SDA,out,1,cnt,0,2014,2.7710377639,1.7105465743,1.8053221289,3.5169491525,9.4179251903
Lubbock SDA,out,1,cnt,0,2015,3.2169312169,1.684147795,1.9988925803,3.5914786967,10.804882584
Lubbock SDA,out,1,cnt,0,2016,2.8704793944,1.570966699,2.1574074074,3.2619047619,10.254052833
Lubbock SDA,out,1,cnt,0,2017,3.2154218534,1.3508214096,2.2810434372,4.5,10.549536156
Lubbock SDA,out,1,cnt,0,2018,3.9051396463,1.8656373713,2.6195025781,6.3699186992,12.63002435
Lubbock SDA,out,1,cost,1,2013,269.43712059,265.7895016,323.93584188,,859.16246407
Lubbock SDA,out,1,cost,1,2014,505.2258833,355.42353616,261.28349622,759.14233246,1406.9671916
Lubbock SDA,out,1,cost,1,2015,351.7337799,394.57520814,491.53167657,712.09174087,1690.4774386
Lubbock SDA,out,1,cost,1,2016,409.26502436,500.07215854,443.4604535,627.61796917,2420.0506205
Lubbock SDA,out,1,cost,1,2017,631.02358353,419.82073708,362.48407291,608.02919446,2450.6924649
Lubbock SDA,out,1,cost,1,2018,628.00052366,354.43570875,213.48279441,592.90482391,1354.4262919
Lubbock SDA,out,1,cost,0,2013,497.74407802,252.69464994,333.19425397,,1689.2739015
Lubbock SDA,out,1,cost,0,2014,602.45203325,276.33053092,202.71151946,465.19673886,1545.1562757
Lubbock SDA,out,1,cost,0,2015,701.48401283,261.43501763,285.98190397,538.74176299,1800.5892356
Lubbock SDA,out,1,cost,0,2016,681.31475506,253.71819667,363.93787368,497.9873645,1972.9033373
Lubbock SDA,out,1,cost,0,2017,706.2908233,201.8658274,298.51229379,484.97126318,1829.5212174
Lubbock SDA,out,1,cost,0,2018,1075.7884326,305.11411715,410.89273674,664.00991953,2719.177055
MRSA Central,ed,1,cnt,1,2013,0.2037037037,0.0856741573,0.5308641975,,1.859377861
MRSA Central,ed,1,cnt,1,2014,0.2498020586,0.1043577982,0.4133333333,0,1.0525725552
MRSA Central,ed,1,cnt,1,2015,0.1703296703,0.1204379562,0.3660714286,,0.9421565154
MRSA Central,ed,1,cnt,1,2016,0.1866416979,0.082791034,0.25,0,0.9083216208
MRSA Central,ed,1,cnt,1,2017,0.21019678,0.0981240981,0.371031746,0.1333333333,1.6766923718
MRSA Central,ed,1,cnt,1,2018,0.1788888889,0.1035120148,0.2128205128,0.0925925926,0.7142190855
MRSA Central,ed,1,cnt,0,2013,0.2079518072,0.1736227045,0.2685377685,0.1176470588,1.0701615957
MRSA Central,ed,1,cnt,0,2014,0.2066469233,0.1409539035,0.2150189087,0.0980392157,0.8885170245
MRSA Central,ed,1,cnt,0,2015,0.1821960424,0.1103147836,0.1507767421,0.2277777778,0.7758258859
MRSA Central,ed,1,cnt,0,2016,0.1700642353,0.0875944724,0.1399198021,0.1534090909,0.7013283198
MRSA Central,ed,1,cnt,0,2017,0.1764137264,0.0985523385,0.1372288623,0.2,0.7565375416
MRSA Central,ed,1,cnt,0,2018,0.1636591778,0.0930667645,0.1324760362,0.1904761905,0.669013618
MRSA Central,ed,1,cost,1,2013,95.046848858,31.37192884,188.88524656,,609.922351
MRSA Central,ed,1,cost,1,2014,84.923848342,37.163952867,180.36646885,0,364.06375649
MRSA Central,ed,1,cost,1,2015,61.923696686,39.092996725,138.06050582,,312.85647053
MRSA Central,ed,1,cost,1,2016,73.500065704,35.737266517,116.41959653,0,298.33960271
MRSA Central,ed,1,cost,1,2017,111.22912359,38.469841341,139.343911,7.0286668142,418.21300079
MRSA Central,ed,1,cost,1,2018,104.63644801,42.503163969,135.33592051,8.4238888776,367.7318977
MRSA Central,ed,1,cost,0,2013,67.223457053,52.332437115,91.137664567,17.797156848,335.62300271
MRSA Central,ed,1,cost,0,2014,69.667680017,45.640616692,73.772125922,38.397548563,284.27488193
MRSA Central,ed,1,cost,0,2015,58.317501839,32.558491001,48.469648546,84.174221754,254.62070977
MRSA Central,ed,1,cost,0,2016,57.998002725,27.974229502,49.191743506,59.684052388,250.07996616
MRSA Central,ed,1,cost,0,2017,79.368601534,46.377814473,46.868132076,102.68737975,318.42911151
MRSA Central,ed,1,cost,0,2018,103.99587518,37.847857395,58.918774114,77.222815111,335.71944544
MRSA Central,inp,0,cnt,1,2013,0.0442386831,0.0360486891,0.0679012346,,0.3069540389
MRSA Central,inp,0,cnt,1,2014,0.0522565321,0.0370795107,0.0533333333,0,0.4067963602
MRSA Central,inp,0,cnt,1,2015,0.0479242979,0.0454176805,0.0357142857,,0.1641753117
