SDA,type,post,meas,treat,sfy,rgrp4,rgrp3,rgrp6,tot_tvst
Hidalgo SDA,ed,1,cost,1,2016,59.056399019,26.176232387,10.279262911,268.00536175
Hidalgo SDA,ed,1,cost,1,2017,62.760222533,27.612442681,8.8003201051,250.02498264
Hidalgo SDA,ed,1,cost,1,2018,71.193117384,31.743952457,8.6677422807,493.81930618
Hidalgo SDA,ed,1,cost,0,2013,28.693259237,19.391422524,24.067242369,154.63504967
Hidalgo SDA,ed,1,cost,0,2014,28.416918611,17.717530706,15.331052185,115.48262778
Hidalgo SDA,ed,1,cost,0,2015,43.701094653,33.910994797,16.867023572,247.27983884
Hidalgo SDA,ed,1,cost,0,2016,50.330159164,40.468952727,19.324275821,255.81602749
Hidalgo SDA,ed,1,cost,0,2017,71.000812821,39.7594425,19.692635828,329.70179593
Hidalgo SDA,ed,1,cost,0,2018,104.17018223,64.763574698,23.078448402,436.80266493
Hidalgo SDA,inp,1,cnt,1,2013,0.0556469298,0.029657477,,0.4702407266
Hidalgo SDA,inp,1,cnt,1,2014,0.0431235431,0.025137741,0.0585585586,0.4344517604
Hidalgo SDA,inp,1,cnt,1,2015,0.0399698341,0.0306814678,0.0431034483,0.2481022823
Hidalgo SDA,inp,1,cnt,1,2016,0.0395109395,0.0194258847,0.0366440294,0.2268249681
Hidalgo SDA,inp,1,cnt,1,2017,0.0361507128,0.0245494096,0.0370190753,0.187265565
Hidalgo SDA,inp,1,cnt,1,2018,0.0409924488,0.0184795936,0.0336223507,0.1860731102
Hidalgo SDA,inp,1,cnt,0,2013,0.0225541886,0.0108131833,0.0787878788,0.1818119746
Hidalgo SDA,inp,1,cnt,0,2014,0.0203317282,0.0092036063,0.0313079777,0.1636317092
Hidalgo SDA,inp,1,cnt,0,2015,0.0388508485,0.0171885355,0.0323876475,0.2662731928
Hidalgo SDA,inp,1,cnt,0,2016,0.041457753,0.0154608405,0.0293264185,0.280276954
Hidalgo SDA,inp,1,cnt,0,2017,0.0328268877,0.0139513109,0.0294068861,0.25102525
Hidalgo SDA,inp,1,cnt,0,2018,0.035121741,0.0119278453,0.0265050744,0.2295474497
Hidalgo SDA,inp,1,cost,1,2013,180.99869484,132.17539278,,1233.4311281
Hidalgo SDA,inp,1,cost,1,2014,173.48506282,117.29207303,10.244031446,1112.9624016
Hidalgo SDA,inp,1,cost,1,2015,114.6376998,115.26788744,20.806919785,821.78675074
Hidalgo SDA,inp,1,cost,1,2016,145.22890488,89.405073325,19.88301067,816.03361629
Hidalgo SDA,inp,1,cost,1,2017,149.85875697,103.35796629,14.211490505,729.29738298
Hidalgo SDA,inp,1,cost,1,2018,194.32313429,87.964054791,14.086133896,817.94139359
Hidalgo SDA,inp,1,cost,0,2013,247.71960914,83.012921127,85.933938634,878.26036732
Hidalgo SDA,inp,1,cost,0,2014,314.30055794,79.680665549,51.98609082,979.93665821
Hidalgo SDA,inp,1,cost,0,2015,387.80222908,166.96575381,48.630708107,1184.8081418
Hidalgo SDA,inp,1,cost,0,2016,635.51856595,186.99849903,76.600295967,1546.6645877
Hidalgo SDA,inp,1,cost,0,2017,517.27868955,178.82274815,56.815687544,1755.9379217
Hidalgo SDA,inp,1,cost,0,2018,531.61131721,168.44580511,49.386371094,1392.0171645
Hidalgo SDA,med,0,cost,1,2013,839.14839218,399.29062796,,3333.9845903
Hidalgo SDA,med,0,cost,1,2014,833.15882292,358.37903611,1544.5799133,3741.2885129
Hidalgo SDA,med,0,cost,1,2015,913.6832227,328.43099409,1415.3759313,3704.0365679
Hidalgo SDA,med,0,cost,1,2016,940.8124873,307.10111071,1508.2867531,3676.0823208
Hidalgo SDA,med,0,cost,1,2017,911.8902277,325.73615383,1469.1352989,4227.2611536
Hidalgo SDA,med,0,cost,1,2018,954.27869504,336.5825467,1476.8850228,5021.9767115
Hidalgo SDA,med,0,cost,0,2013,1579.4764785,395.81525213,1971.0533965,3928.3018526
Hidalgo SDA,med,0,cost,0,2014,1997.2334002,411.25015558,1157.0561639,4247.9440204
Hidalgo SDA,med,0,cost,0,2015,2393.2695493,392.76682552,1166.6891015,4832.8615903
Hidalgo SDA,med,0,cost,0,2016,2914.9995313,403.75207679,1177.0522181,5546.8429081
Hidalgo SDA,med,0,cost,0,2017,2874.0558259,483.24204385,1170.0711787,5667.2621233
Hidalgo SDA,med,0,cost,0,2018,3326.0156605,466.84198657,1209.28853,6260.4191255
Hidalgo SDA,med,1,cost,1,2013,792.46591684,432.54571994,,3823.5107391
Hidalgo SDA,med,1,cost,1,2014,928.47620165,471.53607168,1773.0008827,4322.0686839
Hidalgo SDA,med,1,cost,1,2015,914.586954,451.07966691,1636.0202003,4015.238235
Hidalgo SDA,med,1,cost,1,2016,997.67344879,443.00315217,1862.9098749,4131.0219841
Hidalgo SDA,med,1,cost,1,2017,1045.8903355,484.70175113,1829.5421629,4412.9883254
Hidalgo SDA,med,1,cost,1,2018,1099.7084457,490.98659587,1852.9204691,4549.4539808
Hidalgo SDA,med,1,cost,0,2013,1458.2817001,425.53406688,1904.0402319,4016.6297638
Hidalgo SDA,med,1,cost,0,2014,1575.8135128,395.80564077,1068.2501638,3821.404624
Hidalgo SDA,med,1,cost,0,2015,2010.4775175,538.24791166,1244.9219921,4874.4869464
Hidalgo SDA,med,1,cost,0,2016,2567.5717824,595.61954537,1281.3612419,5781.9828249
Hidalgo SDA,med,1,cost,0,2017,2417.4643854,548.54826425,1254.9308726,5886.3300078
Hidalgo SDA,med,1,cost,0,2018,2931.6330007,617.24066024,1250.7091926,6357.607141
Hidalgo SDA,out,1,cnt,1,2013,3.9095394737,2.6282372598,,16.942695486
Hidalgo SDA,out,1,cnt,1,2014,4.1101398601,2.6797520661,8.3851351351,17.139574466
Hidalgo SDA,out,1,cnt,1,2015,4.0829562594,2.486586494,7.763061651,17.391356479
Hidalgo SDA,out,1,cnt,1,2016,4.9096525097,2.5493689681,11.728353141,19.946342154
Hidalgo SDA,out,1,cnt,1,2017,7.3857773252,2.7057178372,15.529663757,26.130136876
Hidalgo SDA,out,1,cnt,1,2018,7.9359942467,2.9004203889,16.313728324,27.045163947
Hidalgo SDA,out,1,cnt,0,2013,4.9342204369,2.3545606895,6.6424242424,15.962687512
Hidalgo SDA,out,1,cnt,0,2014,4.7751738898,1.9056473829,4.6228354978,13.666693354
Hidalgo SDA,out,1,cnt,0,2015,5.0781482584,1.9798293572,4.7930789187,15.166957798
Hidalgo SDA,out,1,cnt,0,2016,5.998189415,1.9338884909,5.1700623572,17.131513172
Hidalgo SDA,out,1,cnt,0,2017,7.3761049724,2.0127652934,8.9073126229,21.502591638
Hidalgo SDA,out,1,cnt,0,2018,8.6480284421,1.9651565897,10.183742241,24.388430283
Hidalgo SDA,out,1,cost,1,2013,611.75552568,300.47217011,,2590.4719564
Hidalgo SDA,out,1,cost,1,2014,755.23945359,354.78211658,1762.756852,3209.8927474
Hidalgo SDA,out,1,cost,1,2015,799.93418353,335.92479355,1615.2277162,3195.7061652
Hidalgo SDA,out,1,cost,1,2016,852.60844396,353.69072266,1843.0301958,3315.705312
Hidalgo SDA,out,1,cost,1,2017,896.18735907,381.67737204,1815.3320817,3684.2149766
Hidalgo SDA,out,1,cost,1,2018,905.57190855,403.27754678,1838.8418441,3732.486211
Hidalgo SDA,out,1,cost,0,2013,1210.8631234,342.58805083,1818.1063056,3138.7376934
Hidalgo SDA,out,1,cost,0,2014,1261.9122644,316.2336192,1016.2879222,2842.019861
Hidalgo SDA,out,1,cost,0,2015,1622.9531148,371.70985913,1196.3949532,3691.4769561
Hidalgo SDA,out,1,cost,0,2016,1932.4496567,409.02908319,1204.8433196,4236.4805588
Hidalgo SDA,out,1,cost,0,2017,1900.6453963,369.87058207,1198.1710907,4131.5744324
Hidalgo SDA,out,1,cost,0,2018,2400.1591112,448.93498519,1201.3893798,4966.9879101
Jefferson SDA,ed,1,cnt,1,2013,0.1905901116,0.0867208672,0.2866666667,1.0023109789
Jefferson SDA,ed,1,cnt,1,2014,0.1708994709,0.0888888889,0.3043478261,0.8431216931
Jefferson SDA,ed,1,cnt,1,2015,0.1860572484,0.0668549906,,0.8793597162
Jefferson SDA,ed,1,cnt,1,2016,0.1720430108,0.0851851852,0.1333333333,0.9217581105
Jefferson SDA,ed,1,cnt,1,2017,0.2035755479,0.0704960836,0.1323529412,0.9268494092
Jefferson SDA,ed,1,cnt,1,2018,0.1548245614,0.076744186,0.1111111111,0.6708452332
Jefferson SDA,ed,1,cnt,0,2013,0.1651061174,0.078612209,0.0833333333,0.6891101179
Jefferson SDA,ed,1,cnt,0,2014,0.1337513062,0.0580808081,0.0964912281,0.5997447962
Jefferson SDA,ed,1,cnt,0,2015,0.1799280737,0.108829084,0.1875,0.8630543828
Jefferson SDA,ed,1,cnt,0,2016,0.1726785054,0.1032971619,0.1164745437,0.8130542159
Jefferson SDA,ed,1,cnt,0,2017,0.1807834833,0.0973089194,0.1323529412,0.8131015264
Jefferson SDA,ed,1,cnt,0,2018,0.1762759924,0.1026222078,0.1509846827,0.7613056943
Jefferson SDA,ed,1,cost,1,2013,74.521044679,33.258903082,189.4844462,201.4045863
Jefferson SDA,ed,1,cost,1,2014,60.2761746,31.731537148,182.28974649,254.7424044
Jefferson SDA,ed,1,cost,1,2015,76.333679426,19.18274943,,275.258741
Jefferson SDA,ed,1,cost,1,2016,74.580722778,29.04713886,8.1968333511,285.56639977
Jefferson SDA,ed,1,cost,1,2017,101.69991883,19.102463062,42.637237691,352.88853321
Jefferson SDA,ed,1,cost,1,2018,66.531408351,26.163655232,14.68527764,335.15569017
Jefferson SDA,ed,1,cost,0,2013,65.30822531,24.646128794,12.020192171,225.24903245
Jefferson SDA,ed,1,cost,0,2014,59.010677659,18.395880222,49.371754295,191.07249989
Jefferson SDA,ed,1,cost,0,2015,85.166028303,31.172846969,19.299374898,316.17704795
Jefferson SDA,ed,1,cost,0,2016,87.930831545,52.495937658,55.5275717,328.10754935
Jefferson SDA,ed,1,cost,0,2017,98.107625788,46.124907021,77.190705535,335.31348477
Jefferson SDA,ed,1,cost,0,2018,144.78989197,75.36725703,107.56095563,469.19735328
Jefferson SDA,inp,1,cnt,1,2013,0.0637958533,0.0474254743,0.0644444444,0.1445546609
Jefferson SDA,inp,1,cnt,1,2014,0.0417989418,0.0592592593,0.0217391304,0.2885582011
Jefferson SDA,inp,1,cnt,1,2015,0.0447830102,0.0291902072,,0.2045563439
Jefferson SDA,inp,1,cnt,1,2016,0.0358422939,0.0277777778,0.025,0.2313551144
Jefferson SDA,inp,1,cnt,1,2017,0.0357554787,0.0100087032,0.045751634,0.1264520126
Jefferson SDA,inp,1,cnt,1,2018,0.0276315789,0.0162790698,0.047979798,0.2178678285
Jefferson SDA,inp,1,cnt,0,2013,0.0420307948,0.0092226614,0.0576923077,0.2477907642
Jefferson SDA,inp,1,cnt,0,2014,0.0291274817,0.0079365079,0.0175438596,0.1979508081
Jefferson SDA,inp,1,cnt,0,2015,0.036974601,0.0106232295,0.1458333333,0.3029966116
Jefferson SDA,inp,1,cnt,0,2016,0.0384757677,0.0114774624,0.0449087416,0.2791519021
Jefferson SDA,inp,1,cnt,0,2017,0.0392623963,0.0116521015,0.0432651321,0.2616663811
Jefferson SDA,inp,1,cnt,0,2018,0.0310333963,0.0078774145,0.0402990518,0.1937299169
Jefferson SDA,inp,1,cost,1,2013,309.12248003,284.62927041,508.1816582,696.31086232
Jefferson SDA,inp,1,cost,1,2014,182.31899356,381.38599627,106.97449217,1849.6627179
Jefferson SDA,inp,1,cost,1,2015,227.73580237,181.70406041,,759.20053507
Jefferson SDA,inp,1,cost,1,2016,186.99199783,213.43440734,25.580250549,1040.6256151
Jefferson SDA,inp,1,cost,1,2017,263.24639763,59.285156522,274.57398973,940.94354049
Jefferson SDA,inp,1,cost,1,2018,177.46448685,130.73842379,40.754822827,1108.0052127
Jefferson SDA,inp,1,cost,0,2013,425.062215,66.140209135,274.20276847,1669.0670295
Jefferson SDA,inp,1,cost,0,2014,281.54592105,106.85740265,0.9837719097,1479.3282501
Jefferson SDA,inp,1,cost,0,2015,331.54976426,94.293158282,191.63228854,1307.4429924
Jefferson SDA,inp,1,cost,0,2016,502.14903587,249.12069175,371.24627013,1827.1841661
Jefferson SDA,inp,1,cost,0,2017,699.01952271,228.37023095,247.44774567,1879.7571678
Jefferson SDA,inp,1,cost,0,2018,552.87342004,152.74481508,212.10606557,1583.9660405
Jefferson SDA,med,0,cost,1,2013,586.85301369,373.79869753,1734.9535098,1363.08624
Jefferson SDA,med,0,cost,1,2014,525.98658363,462.70344166,2135.7701468,3742.3492579
Jefferson SDA,med,0,cost,1,2015,562.41967424,469.35805238,,2608.1979952
Jefferson SDA,med,0,cost,1,2016,597.19144147,393.86472039,541.00557979,2889.4851642
Jefferson SDA,med,0,cost,1,2017,853.2946308,408.97742378,663.1917675,3492.9346003
Jefferson SDA,med,0,cost,1,2018,533.00017203,335.42182931,824.94629446,1818.3007006
Jefferson SDA,med,0,cost,0,2013,1019.7871326,292.65040167,850.40180591,2874.5432595
Jefferson SDA,med,0,cost,0,2014,1610.1533697,488.10753393,400.19683819,3661.3702193
Jefferson SDA,med,0,cost,0,2015,1659.6506902,308.69406498,448.05416403,3842.232322
Jefferson SDA,med,0,cost,0,2016,1965.4398481,475.99737224,668.6961567,4438.986989
Jefferson SDA,med,0,cost,0,2017,1887.7459053,456.65190914,787.46644965,4291.4207504
Jefferson SDA,med,0,cost,0,2018,2529.0227742,480.73508518,869.30387865,4971.0034938
Jefferson SDA,med,1,cost,1,2013,631.81146387,693.87036205,1525.2449131,1951.6740265
Jefferson SDA,med,1,cost,1,2014,476.34387123,699.84622521,1239.2068846,2962.9097504
Jefferson SDA,med,1,cost,1,2015,616.51303177,596.03021449,,2535.8461118
Jefferson SDA,med,1,cost,1,2016,568.27447998,622.07770779,861.04658529,2696.6649946
Jefferson SDA,med,1,cost,1,2017,885.99991351,491.22292917,1260.8781807,3604.3789465
Jefferson SDA,med,1,cost,1,2018,631.10266254,487.43634751,1304.9751259,3144.3063614
Jefferson SDA,med,1,cost,0,2013,988.28491047,302.67937851,812.14448655,3631.5334346
Jefferson SDA,med,1,cost,0,2014,976.0703913,405.59175458,425.65929788,3500.3650906
Jefferson SDA,med,1,cost,0,2015,1155.9161282,463.63796856,643.31668472,3867.2861613
Jefferson SDA,med,1,cost,0,2016,1460.2858619,678.19229239,923.65430016,4526.4877537
Jefferson SDA,med,1,cost,0,2017,1859.0328905,629.19605034,813.17592092,4849.2456353
Jefferson SDA,med,1,cost,0,2018,2198.6254961,638.72423672,873.05853814,5421.2175407
Jefferson SDA,out,1,cnt,1,2013,1.9784688995,2.3726287263,4.09,9.5316531814
Jefferson SDA,out,1,cnt,1,2014,1.7947089947,2.2888888889,3.9384057971,9.3440145503
Jefferson SDA,out,1,cnt,1,2015,2.0757156048,2.9237288136,,11.504097024
Jefferson SDA,out,1,cnt,1,2016,2.1117084827,2.5722222222,6.925,10.334571731
Jefferson SDA,out,1,cnt,1,2017,2.34544406,2.2084421236,6.7924836601,11.431200998
Jefferson SDA,out,1,cnt,1,2018,2.4280701754,2.0620155039,7.4772727273,10.769155447
Jefferson SDA,out,1,cnt,0,2013,2.4828339576,1.3298199385,4.0576923077,9.8887186317
Jefferson SDA,out,1,cnt,0,2014,2.4039968652,1.4455266955,3.0175438596,8.9391543406
Jefferson SDA,out,1,cnt,0,2015,2.8523263655,1.6173276676,2.875,11.408990763
Jefferson SDA,out,1,cnt,0,2016,3.1289308176,1.5093210907,2.403698367,11.051170328
Jefferson SDA,out,1,cnt,0,2017,3.2828657138,1.4539464558,2.5560528559,11.10756109
Jefferson SDA,out,1,cnt,0,2018,3.6993541273,1.451278731,2.6865426696,11.443087665
Jefferson SDA,out,1,cost,1,2013,326.58006445,410.00822578,1018.5662318,1260.0213789
Jefferson SDA,out,1,cost,1,2014,295.87466022,322.15753633,1132.2323953,1118.7941847
Jefferson SDA,out,1,cost,1,2015,390.38455689,415.07710898,,1779.0038548
Jefferson SDA,out,1,cost,1,2016,381.91054322,409.37787851,835.46633728,1657.4020215
Jefferson SDA,out,1,cost,1,2017,623.15430575,432.40186786,986.30420069,2664.3002806
Jefferson SDA,out,1,cost,1,2018,453.97601738,357.91626328,1264.2202998,2040.0590878
Jefferson SDA,out,1,cost,0,2013,564.12896589,236.6584721,542.08603032,1963.53822
Jefferson SDA,out,1,cost,0,2014,695.19079337,298.90597816,424.67552627,2024.8500949
Jefferson SDA,out,1,cost,0,2015,824.94776922,369.69359632,451.68438069,2563.6798813
Jefferson SDA,out,1,cost,0,2016,958.7501592,429.60969979,552.5357919,2704.5187897
Jefferson SDA,out,1,cost,0,2017,1160.2344597,400.96779915,566.10984072,2971.819459
Jefferson SDA,out,1,cost,0,2018,1646.0773218,486.48642157,661.19499829,3840.2623912
Lubbock SDA,ed,1,cnt,1,2013,0.2727272727,0.0673758865,,0.4234364926
Lubbock SDA,ed,1,cnt,1,2014,0.2739463602,0.1022727273,0.1444444444,1.0151079763
Lubbock SDA,ed,1,cnt,1,2015,0.1771653543,0.1162790698,0.3712121212,1.0964747271
Lubbock SDA,ed,1,cnt,1,2016,0.2132352941,0.1079365079,0.0803571429,1.4378384687
Lubbock SDA,ed,1,cnt,1,2017,0.2682119205,0.1102756892,0.1363636364,1.1613158926
Lubbock SDA,ed,1,cnt,1,2018,0.1697674419,0.0699815838,0.0614035088,0.5090726972
Lubbock SDA,ed,1,cnt,0,2013,0.1627393225,0.0837359098,,0.8646680034
Lubbock SDA,ed,1,cnt,0,2014,0.146446625,0.0662047729,0.0748587571,0.6118995182
Lubbock SDA,ed,1,cnt,0,2015,0.1529100529,0.0883988876,0.1102756892,0.7592310999
Lubbock SDA,ed,1,cnt,0,2016,0.1895149986,0.0761396702,0.2072310406,0.8109348397
Lubbock SDA,ed,1,cnt,0,2017,0.1797372061,0.0966481187,0.1126126126,0.7745912236
Lubbock SDA,ed,1,cnt,0,2018,0.1481573294,0.09746635,0.1483739837,0.7110400611
Lubbock SDA,ed,1,cost,1,2013,57.558232394,22.265957393,,99.655023222
Lubbock SDA,ed,1,cost,1,2014,150.56519304,44.074456961,107.26555456,464.62158889
Lubbock SDA,ed,1,cost,1,2015,79.332729685,56.104573518,191.73530459,492.27594243
Lubbock SDA,ed,1,cost,1,2016,74.630955995,48.885984524,38.212410291,500.23193945
Lubbock SDA,ed,1,cost,1,2017,114.01081725,59.11228026,14.051413996,671.32055354
Lubbock SDA,ed,1,cost,1,2018,78.295991688,34.251970632,3.4751754743,247.75524468
Lubbock SDA,ed,1,cost,0,2013,51.88112433,24.909327793,,269.16588332
Lubbock SDA,ed,1,cost,0,2014,60.007477081,20.351266325,7.1445056451,200.51441684
Lubbock SDA,ed,1,cost,0,2015,55.791585174,29.645812605,12.27161652,267.86161035
Lubbock SDA,ed,1,cost,0,2016,82.170140244,26.752415209,56.66065319,372.0476167
Lubbock SDA,ed,1,cost,0,2017,82.356510764,32.393190828,17.990427848,331.75240804
Lubbock SDA,ed,1,cost,0,2018,87.553054846,46.106349154,17.717113658,400.9762019
Lubbock SDA,inp,1,cnt,1,2013,0.1464646465,0.0390070922,,0.1854717387
Lubbock SDA,inp,1,cnt,1,2014,0.183908046,0.0681818182,0.0333333333,0.390978753
Lubbock SDA,inp,1,cnt,1,2015,0.0971128609,0.0620155039,0.0833333333,0.4015526072
Lubbock SDA,inp,1,cnt,1,2016,0.0857843137,0.0746031746,0.0208333333,0.3196467476
Lubbock SDA,inp,1,cnt,1,2017,0.1015452539,0.0513784461,0.0606060606,0.368929916
Lubbock SDA,inp,1,cnt,1,2018,0.0348837209,0.0128913444,0.0701754386,0.1661325532
Lubbock SDA,inp,1,cnt,0,2013,0.0542464408,0.0157004831,,0.2874168035
Lubbock SDA,inp,1,cnt,0,2014,0.044603033,0.0146266359,0.0564971751,0.166372526
Lubbock SDA,inp,1,cnt,0,2015,0.0481481481,0.0089392133,0.0501253133,0.2785876754
Lubbock SDA,inp,1,cnt,0,2016,0.0591533502,0.012447462,0.0537918871,0.2451585535
Lubbock SDA,inp,1,cnt,0,2017,0.0544260028,0.0059618442,0.0247747748,0.2343145572
Lubbock SDA,inp,1,cnt,0,2018,0.041398116,0.0079968329,0.0894308943,0.2100217297
Lubbock SDA,inp,1,cost,1,2013,306.39929754,239.90996925,,546.30926679
Lubbock SDA,inp,1,cost,1,2014,642.11391405,373.01587354,80.00400198,1321.00729
Lubbock SDA,inp,1,cost,1,2015,350.9268649,379.0380898,528.01409119,1475.6105513
Lubbock SDA,inp,1,cost,1,2016,312.68762547,385.6874177,99.560445513,1208.4520985
Lubbock SDA,inp,1,cost,1,2017,367.7460084,308.92749421,24.841565797,1467.4182508
Lubbock SDA,inp,1,cost,1,2018,133.63950631,116.98629977,39.797631013,475.18923915
Lubbock SDA,inp,1,cost,0,2013,357.15093802,175.2545395,,1328.5625524
Lubbock SDA,inp,1,cost,0,2014,514.68234276,362.48234429,12.684929383,1428.9746956
Lubbock SDA,inp,1,cost,0,2015,779.74894689,109.6087273,45.534537272,1587.0023346
Lubbock SDA,inp,1,cost,0,2016,480.51837172,251.01376891,42.2706347,1452.1043001
Lubbock SDA,inp,1,cost,0,2017,402.42397806,85.055096993,21.213851097,1274.0327679
Lubbock SDA,inp,1,cost,0,2018,371.76949995,115.23705816,48.749878058,1221.5943785
Lubbock SDA,med,0,cost,1,2013,767.15928329,369.12347488,,1445.4952565
Lubbock SDA,med,0,cost,1,2014,1041.4475899,488.69449391,976.24600457,3615.772652
Lubbock SDA,med,0,cost,1,2015,490.08918662,433.2955157,1904.8300804,2159.6417243
Lubbock SDA,med,0,cost,1,2016,612.73431081,505.66116321,640.7284237,3605.2837856
Lubbock SDA,med,0,cost,1,2017,817.34621485,393.203606,626.3793465,3871.7049932
Lubbock SDA,med,0,cost,1,2018,1427.1684384,602.77522952,686.02904134,3157.6233029
Lubbock SDA,med,0,cost,0,2013,784.94322605,246.92291941,,2131.6625119
Lubbock SDA,med,0,cost,0,2014,992.24896088,387.56399723,502.85494346,2553.6630437
Lubbock SDA,med,0,cost,0,2015,1185.4543423,331.3698708,583.78606545,2933.4866009
Lubbock SDA,med,0,cost,0,2016,1278.5920984,350.79181361,526.52919388,3643.604152
Lubbock SDA,med,0,cost,0,2017,1061.4624356,223.29138766,517.92565634,2641.1414155
Lubbock SDA,med,0,cost,0,2018,1453.8235431,345.02999855,706.52857906,3375.7470238
Lubbock SDA,med,1,cost,1,2013,574.67732246,505.6994663,,1404.3126306
Lubbock SDA,med,1,cost,1,2014,1146.2811382,725.98838615,839.14633772,2724.4648024
Lubbock SDA,med,1,cost,1,2015,700.90367242,772.50386266,1240.1058483,3163.2215804
Lubbock SDA,med,1,cost,1,2016,720.98112799,882.55506192,727.1784165,3624.3266943
Lubbock SDA,med,1,cost,1,2017,998.24607911,726.80749217,632.87075921,3914.2295396
Lubbock SDA,med,1,cost,1,2018,761.64003367,470.84486359,632.70245756,1829.0383886
Lubbock SDA,med,1,cost,0,2013,854.44742092,427.53018371,,3003.8815217
Lubbock SDA,med,1,cost,0,2014,1116.9242077,638.70258963,477.88155536,2973.2448694
Lubbock SDA,med,1,cost,0,2015,1481.0246718,370.86144383,583.94935548,3386.5598647
Lubbock SDA,med,1,cost,0,2016,1161.5009715,504.55207848,538.84782175,3422.9655776
Lubbock SDA,med,1,cost,0,2017,1108.3861948,286.83741552,506.18511458,3103.0656992
Lubbock SDA,med,1,cost,0,2018,1446.9984536,420.31644784,712.75979958,3939.4780849
Lubbock SDA,out,1,cnt,1,2013,2.4797979798,2.2517730496,,7.8982376961
Lubbock SDA,out,1,cnt,1,2014,2.683908046,2.922979798,4.4888888889,10.995776733
Lubbock SDA,out,1,cnt,1,2015,2.2860892388,2.9664082687,4.4621212121,11.262598518
Lubbock SDA,out,1,cnt,1,2016,2.5392156863,3.519047619,4.0,15.837892935
Lubbock SDA,out,1,cnt,1,2017,3.9668874172,3.0125313283,6.0303030303,13.497289763
Lubbock SDA,out,1,cnt,1,2018,3.480620155,2.5110497238,7.2105263158,9.4204138401
Lubbock SDA,out,1,cnt,0,2013,2.648257241,1.5004025765,,10.629302388
Lubbock SDA,out,1,cnt,0,2014,2.7710377639,1.7105465743,3.5169491525,9.4179251903
Lubbock SDA,out,1,cnt,0,2015,3.2169312169,1.684147795,3.5914786967,10.804882584
Lubbock SDA,out,1,cnt,0,2016,2.8704793944,1.570966699,3.2619047619,10.254052833
Lubbock SDA,out,1,cnt,0,2017,3.2154218534,1.3508214096,4.5,10.549536156
Lubbock SDA,out,1,cnt,0,2018,3.9051396463,1.8656373713,6.3699186992,12.63002435
Lubbock SDA,out,1,cost,1,2013,269.43712059,265.7895016,,859.16246407
Lubbock SDA,out,1,cost,1,2014,505.2258833,355.42353616,759.14233246,1406.9671916
Lubbock SDA,out,1,cost,1,2015,351.7337799,394.57520814,712.09174087,1690.4774386
Lubbock SDA,out,1,cost,1,2016,409.26502436,500.07215854,627.61796917,2420.0506205
Lubbock SDA,out,1,cost,1,2017,631.02358353,419.82073708,608.02919446,2450.6924649
Lubbock SDA,out,1,cost,1,2018,628.00052366,354.43570875,592.90482391,1354.4262919
Lubbock SDA,out,1,cost,0,2013,497.74407802,252.69464994,,1689.2739015
Lubbock SDA,out,1,cost,0,2014,602.45203325,276.33053092,465.19673886,1545.1562757
Lubbock SDA,out,1,cost,0,2015,701.48401283,261.43501763,538.74176299,1800.5892356
Lubbock SDA,out,1,cost,0,2016,681.31475506,253.71819667,497.9873645,1972.9033373
Lubbock SDA,out,1,cost,0,2017,706.2908233,201.8658274,484.97126318,1829.5212174
Lubbock SDA,out,1,cost,0,2018,1075.7884326,305.11411715,664.00991953,2719.177055
MRSA Central,ed,1,cnt,1,2013,0.2037037037,0.0856741573,,1.859377861
MRSA Central,ed,1,cnt,1,2014,0.2498020586,0.1043577982,,1.0525725552
MRSA Central,ed,1,cnt,1,2015,0.1703296703,0.1204379562,,0.9421565154
MRSA Central,ed,1,cnt,1,2016,0.1866416979,0.082791034,,0.9083216208
MRSA Central,ed,1,cnt,1,2017,0.21019678,0.0981240981,,1.6766923718
MRSA Central,ed,1,cnt,1,2018,0.1788888889,0.1035120148,0.0925925926,0.7142190855
MRSA Central,ed,1,cnt,0,2013,0.2079518072,0.1736227045,0.1176470588,1.0701615957
MRSA Central,ed,1,cnt,0,2014,0.2066469233,0.1409539035,0.0980392157,0.8885170245
MRSA Central,ed,1,cnt,0,2015,0.1821960424,0.1103147836,0.2277777778,0.7758258859
MRSA Central,ed,1,cnt,0,2016,0.1700642353,0.0875944724,0.1534090909,0.7013283198
MRSA Central,ed,1,cnt,0,2017,0.1764137264,0.0985523385,0.2,0.7565375416
MRSA Central,ed,1,cnt,0,2018,0.1636591778,0.0930667645,0.1904761905,0.669013618
MRSA Central,ed,1,cost,1,2013,95.046848858,31.37192884,,609.922351
MRSA Central,ed,1,cost,1,2014,84.923848342,37.163952867,,364.06375649
MRSA Central,ed,1,cost,1,2015,61.923696686,39.092996725,,312.85647053
MRSA Central,ed,1,cost,1,2016,73.500065704,35.737266517,,298.33960271
MRSA Central,ed,1,cost,1,2017,111.22912359,38.469841341,,418.21300079
MRSA Central,ed,1,cost,1,2018,104.63644801,42.503163969,8.4238888776,367.7318977
MRSA Central,ed,1,cost,0,2013,67.223457053,52.332437115,17.797156848,335.62300271
MRSA Central,ed,1,cost,0,2014,69.667680017,45.640616692,38.397548563,284.27488193
MRSA Central,ed,1,cost,0,2015,58.317501839,32.558491001,84.174221754,254.62070977
MRSA Central,ed,1,cost,0,2016,57.998002725,27.974229502,59.684052388,250.07996616
MRSA Central,ed,1,cost,0,2017,79.368601534,46.377814473,102.68737975,318.42911151
