SDA,type,post,meas,treat,sfy,rgrp4,rgrp3,rgrp6,tot_tvst
Nueces SDA,inp,1,cost,0,2018,594.55367034,67.324679532,195.09851186,1551.3303281
Nueces SDA,med,0,cost,1,2013,946.29602925,995.43433309,,3192.5078695
Nueces SDA,med,0,cost,1,2014,754.67021642,661.18386685,,3455.4782533
Nueces SDA,med,0,cost,1,2015,584.85360516,486.15297614,1274.8611207,2754.0624942
Nueces SDA,med,0,cost,1,2016,872.04897463,510.65103047,1390.0354788,4258.7043872
Nueces SDA,med,0,cost,1,2017,967.95138794,362.03213588,1293.4202668,3699.4287523
Nueces SDA,med,0,cost,1,2018,900.2834199,463.91601999,1268.6646896,5437.0088347
Nueces SDA,med,0,cost,0,2013,1380.5963123,294.55636945,,3453.8085008
Nueces SDA,med,0,cost,0,2014,1621.94445,298.10326018,1389.7826023,3556.3529895
Nueces SDA,med,0,cost,0,2015,1792.055253,335.70345832,1257.3563709,3591.1661969
Nueces SDA,med,0,cost,0,2016,1980.7171211,365.7335525,1246.6033737,4263.1981174
Nueces SDA,med,0,cost,0,2017,1942.8684769,381.68179232,1336.1577094,4172.1680878
Nueces SDA,med,0,cost,0,2018,2292.007199,375.75900598,1332.8598192,4440.939875
Nueces SDA,med,1,cost,1,2013,974.21539391,582.62746592,,2643.9257837
Nueces SDA,med,1,cost,1,2014,782.39932109,619.31093316,,2573.1307243
Nueces SDA,med,1,cost,1,2015,544.39799111,575.11809384,1632.6027797,4101.7360369
Nueces SDA,med,1,cost,1,2016,958.17883257,616.59052284,1820.4187506,4440.3717181
Nueces SDA,med,1,cost,1,2017,1161.0203379,540.7254694,1530.6446138,3827.9213588
Nueces SDA,med,1,cost,1,2018,962.20429766,550.39008581,1526.2320251,6037.8692623
Nueces SDA,med,1,cost,0,2013,1105.8248268,360.85400151,,3344.2991621
Nueces SDA,med,1,cost,0,2014,1144.503278,378.55092419,1134.2747463,2973.7215829
Nueces SDA,med,1,cost,0,2015,1185.5923922,447.81195836,1341.5485003,3526.0747171
Nueces SDA,med,1,cost,0,2016,1441.1530152,488.01561435,1430.4250364,4026.7021306
Nueces SDA,med,1,cost,0,2017,1544.4135078,440.27689557,1487.9210775,4115.9149705
Nueces SDA,med,1,cost,0,2018,2104.8610557,480.63620602,1389.6571749,4846.2627874
Nueces SDA,out,1,cnt,1,2013,3.5319148936,3.6133333333,,11.832748227
Nueces SDA,out,1,cnt,1,2014,3.358974359,3.2444444444,,15.333577534
Nueces SDA,out,1,cnt,1,2015,1.9791666667,2.3472222222,8.0547533093,12.721626984
Nueces SDA,out,1,cnt,1,2016,5.0301204819,2.543956044,12.133838384,19.47358633
Nueces SDA,out,1,cnt,1,2017,7.9495614035,2.5297372061,15.708117444,25.585965276
Nueces SDA,out,1,cnt,1,2018,6.0759368836,2.5259067358,17.089869281,29.030415048
Nueces SDA,out,1,cnt,0,2013,3.4551534695,1.3229785874,,12.581658456
Nueces SDA,out,1,cnt,0,2014,3.4175234179,1.1262533627,3.8679245283,10.211853868
Nueces SDA,out,1,cnt,0,2015,3.6423462089,1.3074310624,4.0259986226,11.411401098
Nueces SDA,out,1,cnt,0,2016,4.0128075497,1.2989187077,5.3460222412,12.645723295
Nueces SDA,out,1,cnt,0,2017,4.4866922585,1.3316293092,10.227435744,13.932860777
Nueces SDA,out,1,cnt,0,2018,5.4275484414,1.5562077552,11.016512663,14.841960495
Nueces SDA,out,1,cost,1,2013,758.16305204,401.92953623,,2212.9788442
Nueces SDA,out,1,cost,1,2014,529.73179263,460.5552672,,2091.1572951
Nueces SDA,out,1,cost,1,2015,357.58666546,331.05319567,1597.6336431,3333.3224479
Nueces SDA,out,1,cost,1,2016,779.5803184,333.74214288,1776.2897756,3427.9348344
Nueces SDA,out,1,cost,1,2017,808.65283767,318.52282838,1513.8663182,3022.6521098
Nueces SDA,out,1,cost,1,2018,694.43750555,360.96400777,1516.1670605,4056.112995
Nueces SDA,out,1,cost,0,2013,773.76747141,287.94620797,,2358.25004
Nueces SDA,out,1,cost,0,2014,781.68157199,295.60286855,1107.1474199,2001.574492
Nueces SDA,out,1,cost,0,2015,861.22839989,362.92753569,1131.7717455,2498.7958941
Nueces SDA,out,1,cost,0,2016,1033.7417679,407.21737167,1168.5019079,2850.1083477
Nueces SDA,out,1,cost,0,2017,1151.9889242,378.44535442,1239.906167,2864.5722389
Nueces SDA,out,1,cost,0,2018,1510.5342748,413.46594483,1194.5767105,3295.3169547
Tarrant SDA,ed,1,cnt,1,2013,0.2071078431,0.0934343434,0.1458333333,0.9486903347
Tarrant SDA,ed,1,cnt,1,2014,0.3914473684,0.1029668412,0.3536231884,1.4573771726
Tarrant SDA,ed,1,cnt,1,2015,0.2919594067,0.0956386293,0.5128205128,1.0298744588
Tarrant SDA,ed,1,cnt,1,2016,0.2554216867,0.0942028986,0.2285714286,1.2329579186
Tarrant SDA,ed,1,cnt,1,2017,0.3525219298,0.1028368794,0.186746988,1.0208349997
Tarrant SDA,ed,1,cnt,1,2018,0.2516666667,0.09739369,0.0719298246,0.7240603567
Tarrant SDA,ed,1,cnt,0,2013,0.1470623501,0.0924132365,0.2090930341,0.802067688
Tarrant SDA,ed,1,cnt,0,2014,0.1318688081,0.0638528897,0.1991811175,0.7064747024
Tarrant SDA,ed,1,cnt,0,2015,0.1344620483,0.0863607393,0.2225723623,0.8641477604
Tarrant SDA,ed,1,cnt,0,2016,0.1439229517,0.0857397072,0.2654320988,0.936201928
Tarrant SDA,ed,1,cnt,0,2017,0.221487749,0.0676170249,0.1326352531,1.2176460802
Tarrant SDA,ed,1,cnt,0,2018,0.162146972,0.0825535535,0.1167146974,0.8820077151
Tarrant SDA,ed,1,cost,1,2013,100.5488113,45.246009774,81.568609474,462.11111995
Tarrant SDA,ed,1,cost,1,2014,225.64125196,48.037923093,365.01657815,600.64047367
Tarrant SDA,ed,1,cost,1,2015,177.92164304,42.710021869,531.72384597,406.3521267
Tarrant SDA,ed,1,cost,1,2016,125.63280348,46.204353328,115.12581219,663.84054233
Tarrant SDA,ed,1,cost,1,2017,255.90972578,47.630467,68.894919438,604.52465721
Tarrant SDA,ed,1,cost,1,2018,179.16301334,51.005771862,60.913104771,337.68438823
Tarrant SDA,ed,1,cost,0,2013,84.774652694,70.666559053,94.088376242,364.14061855
Tarrant SDA,ed,1,cost,0,2014,79.148545196,46.186569652,87.515852125,318.19596173
Tarrant SDA,ed,1,cost,0,2015,88.313031761,61.131694288,120.13659883,393.39319817
Tarrant SDA,ed,1,cost,0,2016,115.90140344,64.645746673,214.40320966,508.98300269
Tarrant SDA,ed,1,cost,0,2017,170.83262467,45.877254218,40.192932044,712.75064085
Tarrant SDA,ed,1,cost,0,2018,163.08625053,65.471731842,56.906613781,565.93076705
Tarrant SDA,inp,1,cnt,1,2013,0.0808823529,0.0744949495,0.0277777778,0.2294513765
Tarrant SDA,inp,1,cnt,1,2014,0.1041666667,0.0820244328,0.0869565217,0.4639688773
Tarrant SDA,inp,1,cnt,1,2015,0.0843091335,0.0710280374,0.1355311355,0.3680742982
Tarrant SDA,inp,1,cnt,1,2016,0.0903614458,0.0551839465,0.0857142857,0.1855453923
Tarrant SDA,inp,1,cnt,1,2017,0.0877192982,0.0543735225,0.0722891566,0.5766166302
Tarrant SDA,inp,1,cnt,1,2018,0.08375,0.0490397805,0.0280701754,0.2346416324
Tarrant SDA,inp,1,cnt,0,2013,0.0339928058,0.0092480495,0.0738662927,0.2354748665
Tarrant SDA,inp,1,cnt,0,2014,0.0215371362,0.0055107998,0.0802023121,0.1432264986
Tarrant SDA,inp,1,cnt,0,2015,0.023454489,0.007133402,0.0771475257,0.2448912028
Tarrant SDA,inp,1,cnt,0,2016,0.0293452704,0.007522446,0.0648148148,0.2288426857
Tarrant SDA,inp,1,cnt,0,2017,0.0516775369,0.0042898112,0.0541012216,0.2877553048
Tarrant SDA,inp,1,cnt,0,2018,0.0258067538,0.0048462351,0.0360230548,0.2092402905
Tarrant SDA,inp,1,cost,1,2013,477.2408607,476.24801138,160.26805703,1386.3927621
Tarrant SDA,inp,1,cost,1,2014,537.98170861,535.05608687,809.11581456,1486.601689
Tarrant SDA,inp,1,cost,1,2015,389.95237254,387.48351663,805.34589836,1389.4795743
Tarrant SDA,inp,1,cost,1,2016,554.71141481,357.71153885,315.25785252,1148.571619
Tarrant SDA,inp,1,cost,1,2017,624.11558513,356.87856967,195.73610794,5131.1482926
Tarrant SDA,inp,1,cost,1,2018,542.41646113,395.45605081,152.49041874,1083.9103853
Tarrant SDA,inp,1,cost,0,2013,878.24518849,155.80640254,284.07421514,1684.397765
Tarrant SDA,inp,1,cost,0,2014,512.78165966,116.28947432,234.3453921,1256.4578787
Tarrant SDA,inp,1,cost,0,2015,582.87368066,175.05516556,255.60540034,1529.7096748
Tarrant SDA,inp,1,cost,0,2016,623.05505265,152.07620479,361.94709588,1544.6937952
Tarrant SDA,inp,1,cost,0,2017,552.31714324,96.95807606,161.66702306,2251.0528775
Tarrant SDA,inp,1,cost,0,2018,452.56119476,79.167398468,80.837717203,1182.7021256
Tarrant SDA,med,0,cost,1,2013,759.15319516,1018.4580674,809.00819865,4044.2196429
Tarrant SDA,med,0,cost,1,2014,1056.9729833,723.0630552,2038.5443232,3766.720333
Tarrant SDA,med,0,cost,1,2015,861.53455596,624.83715854,2850.1891033,2710.6010286
Tarrant SDA,med,0,cost,1,2016,819.5603936,646.99461422,1315.2943142,4143.9599961
Tarrant SDA,med,0,cost,1,2017,1186.7096012,769.09414254,1245.3915957,3634.6164761
Tarrant SDA,med,0,cost,1,2018,1094.8167414,762.98337052,1261.3028471,4380.4139919
Tarrant SDA,med,0,cost,0,2013,2631.9426133,624.81417449,811.19107655,5105.4954183
Tarrant SDA,med,0,cost,0,2014,1839.9265804,381.60426083,811.02728597,3438.224909
Tarrant SDA,med,0,cost,0,2015,2401.5207584,409.54171679,743.12571318,4058.0422517
Tarrant SDA,med,0,cost,0,2016,2151.6612782,406.99801102,1354.2082029,4062.3231343
Tarrant SDA,med,0,cost,0,2017,1960.8390221,274.33708895,755.21765897,4421.2200445
Tarrant SDA,med,0,cost,0,2018,2224.5888846,322.24009426,671.51367472,4221.4554137
Tarrant SDA,med,1,cost,1,2013,826.90783277,947.7178387,784.06722257,4352.2025633
Tarrant SDA,med,1,cost,1,2014,1067.3267669,1007.7445589,2395.1725636,3704.5448453
Tarrant SDA,med,1,cost,1,2015,963.17202894,808.66906463,2605.5628886,3841.7216405
Tarrant SDA,med,1,cost,1,2016,1093.5624761,750.41332575,1057.2119632,3619.3434321
Tarrant SDA,med,1,cost,1,2017,1489.522076,850.02065019,1448.9976916,8167.9553105
Tarrant SDA,med,1,cost,1,2018,1228.410073,877.39676329,1470.0009074,3521.8625638
Tarrant SDA,med,1,cost,0,2013,1858.5569538,463.28165228,841.15029748,4074.5232946
Tarrant SDA,med,1,cost,0,2014,1261.9440415,338.65167442,741.93253672,3063.216563
Tarrant SDA,med,1,cost,0,2015,1832.6709245,467.02922198,852.78039517,4155.9913825
Tarrant SDA,med,1,cost,0,2016,1877.0218577,457.02087331,1468.6239175,4384.3868546
Tarrant SDA,med,1,cost,0,2017,1689.730091,322.5376662,781.66161361,5091.6232163
Tarrant SDA,med,1,cost,0,2018,1977.2507793,365.80651036,738.71882457,4703.7417304
Tarrant SDA,out,1,cnt,1,2013,2.4583333333,2.6452020202,2.8055555556,10.807239057
Tarrant SDA,out,1,cnt,1,2014,2.4539473684,2.5488656195,5.5072463768,14.35466484
Tarrant SDA,out,1,cnt,1,2015,2.5964090554,2.2800623053,5.8205128205,12.044493041
Tarrant SDA,out,1,cnt,1,2016,2.8562248996,2.2630992196,3.5952380952,12.005990786
Tarrant SDA,out,1,cnt,1,2017,3.6052631579,2.6891252955,6.0180722892,19.187245596
Tarrant SDA,out,1,cnt,1,2018,2.9079166667,2.3148148148,5.5824561404,11.639398148
Tarrant SDA,out,1,cnt,0,2013,3.0814148681,1.1751748722,3.3978494624,12.32973666
Tarrant SDA,out,1,cnt,0,2014,2.752784444,0.9235610041,3.1087427746,9.2648050998
Tarrant SDA,out,1,cnt,0,2015,3.4459459459,1.1715693484,2.9467203548,11.254786036
Tarrant SDA,out,1,cnt,0,2016,3.8473955507,1.2213863949,3.4660493827,11.549735824
Tarrant SDA,out,1,cnt,0,2017,3.7525412774,1.055431561,3.5322862129,11.712078559
Tarrant SDA,out,1,cnt,0,2018,3.9799072643,1.1865027196,3.11623439,12.399421655
Tarrant SDA,out,1,cost,1,2013,351.0621577,473.18241215,623.79917015,2979.393325
Tarrant SDA,out,1,cost,1,2014,531.44525056,478.75820292,1586.056747,2226.1130885
Tarrant SDA,out,1,cost,1,2015,574.99792606,424.02510329,1801.47389,2458.2992965
Tarrant SDA,out,1,cost,1,2016,527.11252599,397.73843384,741.95409741,2464.0699168
Tarrant SDA,out,1,cost,1,2017,857.31512472,498.82776528,1254.338119,3034.4014397
Tarrant SDA,out,1,cost,1,2018,689.53707377,482.62270717,1317.5104863,2442.1776641
Tarrant SDA,out,1,cost,0,2013,980.58260734,307.76249685,557.28115774,2391.6906179
Tarrant SDA,out,1,cost,0,2014,749.41420882,217.27808816,507.65070128,1801.9263915
Tarrant SDA,out,1,cost,0,2015,1250.0961719,292.14137729,597.69383336,2629.7211311
Tarrant SDA,out,1,cost,0,2016,1254.2018765,305.15842888,1110.2719842,2840.302466
Tarrant SDA,out,1,cost,0,2017,1137.9195329,225.7726901,619.9990114,2842.3966226
Tarrant SDA,out,1,cost,0,2018,1524.940017,286.77074267,658.15356509,3521.8028844
Texas,ed,1,cnt,1,2013,0.2130083197,0.0773522459,0.2311688312,1.1862473177
Texas,ed,1,cnt,1,2014,0.2135416667,0.0835583558,0.2901754386,1.0068315463
Texas,ed,1,cnt,1,2015,0.2007092199,0.0787555716,0.1336336336,1.0624370971
Texas,ed,1,cnt,1,2016,0.1911019243,0.0795433622,0.0840007628,0.9276440255
Texas,ed,1,cnt,1,2017,0.2022290761,0.0812313715,0.0775997053,0.9199892641
Texas,ed,1,cnt,1,2018,0.1886764203,0.0791106129,0.0776803729,0.821368609
Texas,ed,1,cnt,0,2013,0.1415716133,0.0874472113,0.1845922961,0.6529326029
Texas,ed,1,cnt,0,2014,0.1242427052,0.0722928579,0.1132234896,0.5355353323
Texas,ed,1,cnt,0,2015,0.1533361211,0.0902759999,0.1377420533,0.6974212087
Texas,ed,1,cnt,0,2016,0.1510690126,0.0771799363,0.0988897087,0.6618616336
Texas,ed,1,cnt,0,2017,0.1607393754,0.0813024101,0.0893322041,0.7073725074
Texas,ed,1,cnt,0,2018,0.1551114544,0.0924590577,0.0887124255,0.6856440304
Texas,ed,1,cost,1,2013,102.99235096,32.68020521,216.6607529,512.1250728
Texas,ed,1,cost,1,2014,96.16106041,36.104982306,220.72178911,484.22624289
Texas,ed,1,cost,1,2015,91.042295426,33.869792459,76.065263619,388.04702283
Texas,ed,1,cost,1,2016,82.661153578,35.550615227,19.120711293,354.38698298
Texas,ed,1,cost,1,2017,103.51834313,38.318579372,12.707969039,375.07228601
Texas,ed,1,cost,1,2018,107.83441895,40.448351501,15.814249253,409.13904093
Texas,ed,1,cost,0,2013,61.701164811,41.24417503,80.214675484,266.24705304
Texas,ed,1,cost,0,2014,58.575053538,45.46881652,46.160812672,238.60525775
Texas,ed,1,cost,0,2015,69.374732582,48.746459314,63.431689923,304.50737999
Texas,ed,1,cost,0,2016,76.146667643,45.010749361,41.077846748,312.13162766
Texas,ed,1,cost,0,2017,93.164186712,46.441330889,35.691043366,355.63207912
Texas,ed,1,cost,0,2018,131.31789643,64.659795878,45.864691278,439.77653029
Texas,inp,1,cnt,1,2013,0.0753440634,0.0479432624,0.0872294372,0.385970476
Texas,inp,1,cnt,1,2014,0.0663006757,0.050930093,0.0663157895,0.3263035513
Texas,inp,1,cnt,1,2015,0.0554282597,0.0413504397,0.0592410592,0.2728294829
Texas,inp,1,cnt,1,2016,0.0559328707,0.034861597,0.0395690313,0.2397657909
Texas,inp,1,cnt,1,2017,0.0651899621,0.0384136305,0.035875472,0.2489440309
Texas,inp,1,cnt,1,2018,0.0619438741,0.0280829596,0.0331524386,0.2735216854
Texas,inp,1,cnt,0,2013,0.0354737228,0.0102536427,0.0705352676,0.2218127807
Texas,inp,1,cnt,0,2014,0.0302840628,0.0091377019,0.0508660752,0.1781295692
Texas,inp,1,cnt,0,2015,0.0376949054,0.0092097285,0.0525362319,0.2238159377
Texas,inp,1,cnt,0,2016,0.0373372616,0.0076033192,0.0371912442,0.2253298314
Texas,inp,1,cnt,0,2017,0.0383760487,0.0066049891,0.0340720178,0.227813682
Texas,inp,1,cnt,0,2018,0.0308344484,0.0059620391,0.0318060119,0.1883245371
Texas,inp,1,cost,1,2013,375.50435376,302.94291818,726.53927869,1401.1990018
Texas,inp,1,cost,1,2014,314.07748777,325.84994207,481.78506336,1433.4929671
Texas,inp,1,cost,1,2015,261.82333112,244.97143056,147.95558663,1143.9219397
Texas,inp,1,cost,1,2016,271.1220952,212.83154541,38.825054064,967.95300994
Texas,inp,1,cost,1,2017,427.0098312,244.17227617,30.90182346,1223.097232
Texas,inp,1,cost,1,2018,413.15990144,200.12864801,28.416336682,1422.6837969
Texas,inp,1,cost,0,2013,364.06051162,102.06030731,250.03637858,1347.6011122
Texas,inp,1,cost,0,2014,413.12531928,140.16420108,122.09360333,1322.3437674
Texas,inp,1,cost,0,2015,358.51147361,125.94959055,146.20333068,1117.0142176
Texas,inp,1,cost,0,2016,460.1193775,112.10850521,151.16321698,1274.8017857
Texas,inp,1,cost,0,2017,450.58856384,101.74676602,105.11043309,1319.275854
Texas,inp,1,cost,0,2018,406.00139081,91.369725593,91.895682111,1171.8280448
Texas,med,0,cost,1,2013,772.37554046,590.31446559,2333.3173039,3737.5360333
Texas,med,0,cost,1,2014,703.84627925,527.43630797,2106.7859328,3464.0615845
Texas,med,0,cost,1,2015,688.36508139,481.16704967,1530.7081029,3126.2044906
Texas,med,0,cost,1,2016,723.44736118,452.27770992,1342.6962455,3393.7140112
Texas,med,0,cost,1,2017,836.33947188,481.00605789,1239.0787307,3733.5012864
Texas,med,0,cost,1,2018,943.35304205,506.50805329,1368.5621098,3955.1947356
Texas,med,0,cost,0,2013,1192.1671588,320.62088916,833.95205876,3047.017167
Texas,med,0,cost,0,2014,1541.0925266,375.08465595,1002.4191487,3371.8945372
Texas,med,0,cost,0,2015,1377.3186468,349.35574059,936.93912247,3169.2968299
Texas,med,0,cost,0,2016,1600.4001217,332.39744985,1060.6768769,3501.1746016
Texas,med,0,cost,0,2017,1612.7679011,315.22113937,1106.9796746,3642.3287234
Texas,med,0,cost,0,2018,1983.5363786,354.09021147,1141.467932,4061.9298784
Texas,med,1,cost,1,2013,850.29953854,661.15929258,2065.3222787,3795.9447084
Texas,med,1,cost,1,2014,794.87085102,707.57112458,1872.0156795,3753.3555481
Texas,med,1,cost,1,2015,754.16596538,612.19945187,1731.8466927,3560.0523442
Texas,med,1,cost,1,2016,809.32072859,569.43873552,1658.1751822,3606.6334884
Texas,med,1,cost,1,2017,1060.5481807,617.85913838,1569.5077118,4007.3419342
Texas,med,1,cost,1,2018,1085.8437591,580.93756948,1728.7226952,4295.6648416
Texas,med,1,cost,0,2013,1027.2506926,344.02623743,836.38551684,3356.5548378
Texas,med,1,cost,0,2014,1164.6070244,390.07633491,921.8311706,3175.6031969
Texas,med,1,cost,0,2015,1216.1141396,407.59636888,1023.2442062,3393.3598934
Texas,med,1,cost,0,2016,1451.4065099,404.90335038,1184.851654,3746.3385446
Texas,med,1,cost,0,2017,1490.7880891,370.68852772,1184.9940742,3897.7879873
Texas,med,1,cost,0,2018,1843.0396805,431.67526959,1180.1893866,4418.5645375
Texas,out,1,cnt,1,2013,2.8379986004,2.7666193853,4.2798701299,14.198001685
Texas,out,1,cnt,1,2014,2.7288851351,2.723859886,5.1926315789,12.760385138
Texas,out,1,cnt,1,2015,2.7621658483,2.5930309601,7.2978432978,13.650946267
Texas,out,1,cnt,1,2016,3.1958757813,2.6168906893,10.080472921,15.484710798
Texas,out,1,cnt,1,2017,3.7391700547,2.5779838961,12.361517915,17.616036117
Texas,out,1,cnt,1,2018,3.8036875428,2.5476831091,14.605579907,17.26312347
Texas,out,1,cnt,0,2013,2.903301295,1.3372951627,3.424045356,10.377418418
Texas,out,1,cnt,0,2014,2.8781644102,1.1282569716,3.9577946768,8.9204253457
Texas,out,1,cnt,0,2015,3.168228444,1.3019021312,3.7045731336,10.414297181
Texas,out,1,cnt,0,2016,3.4968426135,1.2777253766,4.4398475106,10.718781049
Texas,out,1,cnt,0,2017,3.7328811063,1.2282819002,7.614699978,11.675577478
Texas,out,1,cnt,0,2018,4.2191156899,1.3155228017,8.4509857612,12.534868519
Texas,out,1,cost,1,2013,476.56798168,360.16973921,1340.3577301,2399.8191613
Texas,out,1,cost,1,2014,482.10843889,383.9445102,1390.4362815,2323.6730962
Texas,out,1,cost,1,2015,493.30292722,368.86846657,1584.1034677,2419.5496533
Texas,out,1,cost,1,2016,538.4193777,357.93992926,1619.3827677,2640.7076708
Texas,out,1,cost,1,2017,634.30653357,375.0178881,1538.6315069,2786.8070239
Texas,out,1,cost,1,2018,673.61679186,381.70841873,1700.3195563,2875.094628
Texas,out,1,cost,0,2013,663.60929828,242.14713267,586.80182707,2010.1266439
Texas,out,1,cost,0,2014,751.85497492,248.61127994,799.81516488,1852.9560966
Texas,out,1,cost,0,2015,857.92626339,281.81011097,877.38493153,2277.6460217
Texas,out,1,cost,0,2016,991.65566981,292.9727459,1033.8919243,2472.9044574
Texas,out,1,cost,0,2017,1040.6001141,269.06019962,1080.0134518,2579.5959492
Texas,out,1,cost,0,2018,1437.3305477,340.40433129,1088.3808225,3247.6915122
Travis SDA,ed,1,cnt,1,2013,0.1939471441,0.090990991,,0.9385095636
Travis SDA,ed,1,cnt,1,2014,0.2619047619,0.1033333333,0.316091954,0.8823103458
Travis SDA,ed,1,cnt,1,2015,0.2484489566,0.0939393939,0.3947368421,1.4996440976
Travis SDA,ed,1,cnt,1,2016,0.2356902357,0.1048780488,,1.1253564648
Travis SDA,ed,1,cnt,1,2017,0.2016129032,0.1062312312,,0.97839969
Travis SDA,ed,1,cnt,1,2018,0.2241496599,0.0881782946,,0.8248279544
Travis SDA,ed,1,cnt,0,2013,0.1907539832,0.1175605341,,0.8511762935
Travis SDA,ed,1,cnt,0,2014,0.1692527562,0.1063884596,,0.716206349
Travis SDA,ed,1,cnt,0,2015,0.1842701723,0.0920530586,0.3939393939,0.838448383
Travis SDA,ed,1,cnt,0,2016,0.1741105223,0.0735135782,0.1,0.7125192844
Travis SDA,ed,1,cnt,0,2017,0.2034035656,0.1273365748,0.0666666667,0.815891066
Travis SDA,ed,1,cnt,0,2018,0.1985102089,0.1367529324,0.1929824561,0.7916072569
Travis SDA,ed,1,cost,1,2013,87.637497536,33.095360225,,382.07116881
Travis SDA,ed,1,cost,1,2014,116.32961433,46.18571309,221.35701265,362.3165338
Travis SDA,ed,1,cost,1,2015,110.37990183,35.741803053,247.39140497,573.40813425
Travis SDA,ed,1,cost,1,2016,115.91286172,48.29190596,,478.22195403
Travis SDA,ed,1,cost,1,2017,84.472235918,48.345882023,,486.51490702
Travis SDA,ed,1,cost,1,2018,115.5255993,35.402577343,,330.4325508
Travis SDA,ed,1,cost,0,2013,74.734479264,67.223707889,,377.75728576
Travis SDA,ed,1,cost,0,2014,63.955555976,48.755726355,,259.58061313
Travis SDA,ed,1,cost,0,2015,65.549620944,31.582458546,192.37507116,294.43036423
Travis SDA,ed,1,cost,0,2016,74.93809078,24.336174054,70.409168498,279.45956366
Travis SDA,ed,1,cost,0,2017,93.173462079,44.503829718,29.827917229,332.85773
Travis SDA,ed,1,cost,0,2018,137.82878205,56.593213589,68.189123229,386.27359856
Travis SDA,inp,1,cnt,1,2013,0.0332480818,0.0333333333,,0.290390939
Travis SDA,inp,1,cnt,1,2014,0.0425531915,0.0626666667,0.0459770115,0.2466082754
Travis SDA,inp,1,cnt,1,2015,0.0417371686,0.0525252525,0.1315789474,0.1933285131
Travis SDA,inp,1,cnt,1,2016,0.0628507295,0.0418699187,,0.2104797316
Travis SDA,inp,1,cnt,1,2017,0.0715053763,0.0446696697,,0.2356194905
Travis SDA,inp,1,cnt,1,2018,0.0755102041,0.0339147287,,0.3302582661
Travis SDA,inp,1,cnt,0,2013,0.0475473592,0.0326997058,,0.31620445
Travis SDA,inp,1,cnt,0,2014,0.0426024228,0.0291087069,,0.2300063348
Travis SDA,inp,1,cnt,0,2015,0.0326004835,0.0069284065,0.0454545455,0.189853393
Travis SDA,inp,1,cnt,0,2016,0.0368092354,0.0058619452,0.0833333333,0.1974279943
Travis SDA,inp,1,cnt,0,2017,0.0452458131,0.0086259679,0.05,0.2303304769
Travis SDA,inp,1,cnt,0,2018,0.0395299145,0.0084714206,0.1096491228,0.1956807543
Travis SDA,inp,1,cost,1,2013,173.19784256,241.51217074,,1167.4665087
Travis SDA,inp,1,cost,1,2014,201.04069434,337.57685343,345.48539646,925.16482533
Travis SDA,inp,1,cost,1,2015,215.78411242,310.68187661,824.70895336,1127.8797401
Travis SDA,inp,1,cost,1,2016,331.53024266,221.93602461,,1049.7840032
Travis SDA,inp,1,cost,1,2017,434.75743046,301.24639821,,1531.2185183
Travis SDA,inp,1,cost,1,2018,413.55624104,187.10791661,,1685.4029948
Travis SDA,inp,1,cost,0,2013,399.9872975,238.99670424,,1782.5374191
Travis SDA,inp,1,cost,0,2014,439.99245132,296.28447093,,1406.2335795
Travis SDA,inp,1,cost,0,2015,174.35281295,45.785953167,24.346742767,776.99968694
Travis SDA,inp,1,cost,0,2016,287.66972046,71.725662332,25.642999395,993.96615197
Travis SDA,inp,1,cost,0,2017,495.95887214,87.028650306,44.005501048,1319.8310704
Travis SDA,inp,1,cost,0,2018,329.98418971,96.96688259,106.92438514,996.73269914
Travis SDA,med,0,cost,1,2013,668.61826655,925.43567389,,2905.6236885
Travis SDA,med,0,cost,1,2014,595.29970611,553.24014665,2697.4348325,2509.0660582
Travis SDA,med,0,cost,1,2015,691.72299226,514.06914682,2316.5942062,3311.1173688
Travis SDA,med,0,cost,1,2016,776.63084239,520.30450588,,3216.254183
Travis SDA,med,0,cost,1,2017,955.16076752,497.85880095,,3998.1895793
Travis SDA,med,0,cost,1,2018,875.84238854,633.30414891,,3362.9963211
Travis SDA,med,0,cost,0,2013,1112.1642816,374.32112364,,3458.0679738
Travis SDA,med,0,cost,0,2014,1272.6530383,410.77142511,,3332.06886
Travis SDA,med,0,cost,0,2015,847.03463463,243.04673078,552.90689429,2559.619479
Travis SDA,med,0,cost,0,2016,986.16751852,207.99219018,962.53133189,2652.0242475
Travis SDA,med,0,cost,0,2017,1270.4514968,252.97596726,590.68033965,3139.359369
Travis SDA,med,0,cost,0,2018,1318.6464987,281.51289028,674.68474158,3320.7161814
Travis SDA,med,1,cost,1,2013,618.54324771,639.13476599,,3590.1306671
Travis SDA,med,1,cost,1,2014,661.93895855,738.34653412,2211.4749586,2629.0925379
Travis SDA,med,1,cost,1,2015,716.51513261,698.47104959,2384.3465801,3753.9368088
Travis SDA,med,1,cost,1,2016,898.70060487,584.63274022,,3629.6501261
Travis SDA,med,1,cost,1,2017,1047.8535626,687.55248195,,4393.0432494
Travis SDA,med,1,cost,1,2018,973.13249317,587.15545571,,4060.4485589
Travis SDA,med,1,cost,0,2013,1033.9574675,530.84892655,,3978.5531698
Travis SDA,med,1,cost,0,2014,1030.6386175,561.94251198,,3225.3078637
Travis SDA,med,1,cost,0,2015,738.28465798,245.67140241,792.04279566,2570.5643846
Travis SDA,med,1,cost,0,2016,971.06651101,257.23558362,1118.9361834,2940.4463026
